Tyger Tyger,2021,Western,3.5,/images/tyger-tyger-2021.jpg,/images/tyger-tyger-2021-screenshot3.jpg,/images/tyger-tyger-2021-screenshot2.jpg,/images/tyger-tyger-2021-screenshot1.jpg,https://www.youtube.com/embed/dYZ7uDnmnxs?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3?," After robbing a pharmacy  a selfless woman and her mute friend kidnap a drug addict then hit the road to distribute the stolen ""life saving"" medication  but find themselves trapped in the fringe lands of a law-less and psychedelic city. ",magnet:?xt=urn:btih:E3E6454BF24A1ED1B422DD3766D04021A1ED7DA8&dn=Tyger+Tyger+%282021%29+%5B720p%5D+%5BYTS.MX%5D&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.leechers-paradise.org%3A6969%2Fannounce&tr=udp%3A%2F%2F9.rarbg.to%3A2710%2Fannounce&tr=udp%3A%2F%2Fp4p.arenabg.ch%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.cyberia.is%3A6969%2Fannounce&tr=http%3A%2F%2Fp4p.arenabg.com%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.internetwarriors.net%3A1337%2Fannounce,WEB,849.11 MB
George Takei's Allegiance,2016,Musical,8.9,/images/george-takeis-allegiance-2016.jpg,/images/george-takeis-allegiance-2016-screenshot3.jpg,/images/george-takeis-allegiance-2016-screenshot2.jpg,/images/george-takeis-allegiance-2016-screenshot1.jpg,https://www.youtube.com/embed/C06pHKCU57E?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3?, Allegiance illuminates one of American historys lesser known chapters as it tells the story of Sam Kimura  transported back nearly six decades to when his younger self and his sister Kei fought to stay connected to their heritage  their family and themselves after Japanese Americans were wrongfully imprisoned during World War II. An important story told with great resonance and intimacy  Allegiance explores the ties that bind us  the struggle to persevere and the overwhelming power of forgiveness and  most especially  love ,magnet:?xt=urn:btih:87E42D2BB044FC63C9B1753B422C3A0C53D2C9C3&dn=George+Takei%27s+Allegiance+%282016%29+%5B720p%5D+%5BYTS.MX%5D&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.leechers-paradise.org%3A6969%2Fannounce&tr=udp%3A%2F%2F9.rarbg.to%3A2710%2Fannounce&tr=udp%3A%2F%2Fp4p.arenabg.ch%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.cyberia.is%3A6969%2Fannounce&tr=http%3A%2F%2Fp4p.arenabg.com%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.internetwarriors.net%3A1337%2Fannounce,WEB,1.17 GB
Sex Ed,2014,Comedy  |  Romance,5.5,/images/sex-ed-2014.jpg,/images/sex-ed-2014-screenshot3.jpg,/images/sex-ed-2014-screenshot2.jpg,/images/sex-ed-2014-screenshot1.jpg,https://www.youtube.com/embed/q-lauONf9F4?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3?, When Eddie lands his first teaching gig at an inner city middle school  he quickly finds that his highly pubescent pupils are receiving no form of sexual education. Eddie isnt exactly equipped to teach them - hes not exactly experienced romantically. And hes falling in love with the older sister of one of his students. But Eddie goes off lesson plan anyway  delving into the world of menstrual cycles and sexually transmitted infections  and in doing so  incurs the wrath of the local reverend. ,magnet:?xt=urn:btih:A0150C4AB513B4BB0431336380E1685026E9319C&dn=Sex+Ed+%282014%29+%5B720p%5D+%5BYTS.MX%5D&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.leechers-paradise.org%3A6969%2Fannounce&tr=udp%3A%2F%2F9.rarbg.to%3A2710%2Fannounce&tr=udp%3A%2F%2Fp4p.arenabg.ch%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.cyberia.is%3A6969%2Fannounce&tr=http%3A%2F%2Fp4p.arenabg.com%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.internetwarriors.net%3A1337%2Fannounce,BluRay,847.29 MB
My First Summer,2020,Drama,9.9,/images/my-first-summer-2020.jpg,/images/my-first-summer-2020-screenshot3.jpg,/images/my-first-summer-2020-screenshot2.jpg,/images/my-first-summer-2020-screenshot1.jpg,https://www.youtube.com/embed/?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3?, 16-year-old Claudia has grown up in isolation from the outside world. Stranded on a remote property after her mothers death  she is shocked when Grace  a spirited local teen  appears in the garden like a mirage  a breath of fresh  sugary air. The pair find in each other the support  love and intimacy they need  and teach each other the restorative power of human connection. But their idyllic peace is a fragile one as the adult world closes in and threatens their secret summer love. Headlining some of Australias brightest young talent  Markella Kavenaugh (Romper Stomper) and Adelaides own Maiah Stewardson (Windmill  STC  Patch)  My First Summer takes girls seriously and sensitively. ,magnet:?xt=urn:btih:3F7C38DDAC4CA731A3E2B6483010501604172CEE&dn=My+First+Summer+%282020%29+%5B720p%5D+%5BYTS.MX%5D&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.leechers-paradise.org%3A6969%2Fannounce&tr=udp%3A%2F%2F9.rarbg.to%3A2710%2Fannounce&tr=udp%3A%2F%2Fp4p.arenabg.ch%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.cyberia.is%3A6969%2Fannounce&tr=http%3A%2F%2Fp4p.arenabg.com%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.internetwarriors.net%3A1337%2Fannounce,WEB,716.75 MB
It's a Girl!,2012,Comedy  |  Fantasy ,6.8,/images/the-luck-of-the-irish-1948.jpg,/images/the-luck-of-the-irish-1948-screenshot3.jpg,/images/the-luck-of-the-irish-1948-screenshot2.jpg,/images/the-luck-of-the-irish-1948-screenshot1.jpg,https://www.youtube.com/embed/?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3?, Steven Fitzgerald  a newpaper reporter from New York  meets a leprechaun and a beautiful young woman while traveling in Ireland. When he returns to his fiance and her wealthy fathers political campaign in New York  he finds that the leprechaun and the young woman are now in New York as well. Steven is torn between the wealth he might enjoy in New York or returning to his roots in Ireland. ,magnet:?xt=urn:btih:4D8FB0496647E63BBD776AEBEB174D6804014676&dn=The+Luck+of+the+Irish+%281948%29+%5B720p%5D+%5BYTS.MX%5D&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.leechers-paradise.org%3A6969%2Fannounce&tr=udp%3A%2F%2F9.rarbg.to%3A2710%2Fannounce&tr=udp%3A%2F%2Fp4p.arenabg.ch%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.cyberia.is%3A6969%2Fannounce&tr=http%3A%2F%2Fp4p.arenabg.com%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.internetwarriors.net%3A1337%2Fannounce,WEB,910.67 MB
Roadside Prophets,1992,Documentary,7.6,/images/its-a-girl-2012.jpg,/images/its-a-girl-2012-screenshot3.jpg,/images/its-a-girl-2012-screenshot2.jpg,/images/its-a-girl-2012-screenshot1.jpg,https://www.youtube.com/embed/?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3?," In India  China and many other parts of the world today  girls are killed  aborted and abandoned simply because they are girls. The United Nations estimates as many as 200 million girls are missing in the world today because of this so-called ""gendercide."" Girls who survive infancy are often subject to neglect  and many grow up to face extreme violence and even death at the hands of their own husbands or other family members. The war against girls is rooted in centuries-old tradition and sustained by deeply ingrained cultural dynamics which  in combination with government policies  accelerate the elimination of girls. Shot on location in India and China  Its a Girl reveals the issue. It asks why this is happening  and why so little is being done to save girls and women. The film tells the stories of abandoned and trafficked girls  of women who suffer extreme dowry-related violence  of brave mothers fighting to save their daughters lives  and of other mothers who would kill for a son... ",magnet:?xt=urn:btih:615D626701CC089BCAE62722D219F56E92E8F58E&dn=It%27s+a+Girl%21+%282012%29+%5B720p%5D+%5BYTS.MX%5D&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.leechers-paradise.org%3A6969%2Fannounce&tr=udp%3A%2F%2F9.rarbg.to%3A2710%2Fannounce&tr=udp%3A%2F%2Fp4p.arenabg.ch%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.cyberia.is%3A6969%2Fannounce&tr=http%3A%2F%2Fp4p.arenabg.com%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.internetwarriors.net%3A1337%2Fannounce,WEB,584.12 MB
The Luck of the Irish,1948,Adventure  |  Comedy ,6.5,/images/roadside-prophets-1992.jpg,/images/roadside-prophets-1992-screenshot3.jpg,/images/roadside-prophets-1992-screenshot2.jpg,/images/roadside-prophets-1992-screenshot1.jpg,https://www.youtube.com/embed/07dhxbfDeng?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3?, Bizarre and surreal road movie about a biker and his unlikely sidekick. On a quest to fulfill a friends last wish  Joe takes to the desert road on his 1957 Harley-Davidson and meets a succession of odd characters  including Sam. Sam begins following Joe  on a quest of his own  which necessitates staying in Motel 9s wherever they go. Themes such as friendship  faith  and isolation are brought into sharp relief by strange situations  the lonely road  and the stark emptiness of the desert. There are also several humorous cameos. ,magnet:?xt=urn:btih:351F94A6FBDB2662A4FDE0A78604718E850B5DF9&dn=Roadside+Prophets+%281992%29+%5B720p%5D+%5BYTS.MX%5D&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.leechers-paradise.org%3A6969%2Fannounce&tr=udp%3A%2F%2F9.rarbg.to%3A2710%2Fannounce&tr=udp%3A%2F%2Fp4p.arenabg.ch%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.cyberia.is%3A6969%2Fannounce&tr=http%3A%2F%2Fp4p.arenabg.com%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.internetwarriors.net%3A1337%2Fannounce,WEB,883.16 MB
Dog Days,2013,Comedy  |  Drama,6.5,/images/clockwatchers-1997.jpg,/images/clockwatchers-1997-screenshot3.jpg,/images/clockwatchers-1997-screenshot2.jpg,/images/clockwatchers-1997-screenshot1.jpg,https://www.youtube.com/embed/EEviG8HfUkU?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3?," Iris can best be described as a wallflower. She begins her first day as a temp for the nondescript Global Credit Association by waiting in a chair for two hours. This sets the scene for her (mis)adventures with the other ""corporate orphans""  Margaret  Paula and Jane. Led by Margaret  they find subtle ways to lessen the ennui of corporate oppression. The tension escalates when the new permanent hire  Cleo  enters the picture. ",magnet:?xt=urn:btih:6D9A35F4FE543CD7C2902853A3F6BEDEE6FB5011&dn=Clockwatchers+%281997%29+%5B720p%5D+%5BYTS.MX%5D&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.leechers-paradise.org%3A6969%2Fannounce&tr=udp%3A%2F%2F9.rarbg.to%3A2710%2Fannounce&tr=udp%3A%2F%2Fp4p.arenabg.ch%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.cyberia.is%3A6969%2Fannounce&tr=http%3A%2F%2Fp4p.arenabg.com%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.internetwarriors.net%3A1337%2Fannounce,WEB,879.29 MB
Sadie's Last Days on Earth,2016,Crime  |  Drama,5.7,/images/a-drunk-scorpion-will-sting-itself-to-death-2020.jpg,/images/a-drunk-scorpion-will-sting-itself-to-death-2020-screenshot3.jpg,/images/a-drunk-scorpion-will-sting-itself-to-death-2020-screenshot2.jpg,/images/a-drunk-scorpion-will-sting-itself-to-death-2020-screenshot1.jpg,https://www.youtube.com/embed/?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3?, After the overdose  all Dean wants is to get clean and off the streets. When Maria offers a hand  he finds out just how far hell go for salvation  leaving a trail of blood and bodies behind them. ,magnet:?xt=urn:btih:8FADC5B57FA42E4CF7ED6B6F62A632784F1F2AD6&dn=A+Drunk+Scorpion+Will+Sting+Itself+to+Death+%282020%29+%5B720p%5D+%5BYTS.MX%5D&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.leechers-paradise.org%3A6969%2Fannounce&tr=udp%3A%2F%2F9.rarbg.to%3A2710%2Fannounce&tr=udp%3A%2F%2Fp4p.arenabg.ch%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.cyberia.is%3A6969%2Fannounce&tr=http%3A%2F%2Fp4p.arenabg.com%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.internetwarriors.net%3A1337%2Fannounce,WEB,696.42 MB
The Body,2001,Documentary,8.3,/images/dog-days-2013.jpg,/images/dog-days-2013-screenshot3.jpg,/images/dog-days-2013-screenshot2.jpg,/images/dog-days-2013-screenshot1.jpg,https://www.youtube.com/embed/Llmgm0seaPo?rel=0&wmode=transparent&border=0&autoplay=1&iv_load_policy=3?, After losing his job in 2009  Coite Manuel sets off to build his dream business with the help of two unlikely women: Deane  his harp-playing aunt  and Siyone  an East African hotdog vendor and single mother of four. Staking his meager life savings on a vision to revive Washington  D.C.s dwindling hotdog vending community  Coite faces bewildering challenges. ,magnet:?xt=urn:btih:ACF7BA55EF50DDD0BFC4F34119116A70F5EA3589&dn=Dog+Days+%282013%29+%5B720p%5D+%5BYTS.MX%5D&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.leechers-paradise.org%3A6969%2Fannounce&tr=udp%3A%2F%2F9.rarbg.to%3A2710%2Fannounce&tr=udp%3A%2F%2Fp4p.arenabg.ch%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.cyberia.is%3A6969%2Fannounce&tr=http%3A%2F%2Fp4p.arenabg.com%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.internetwarriors.net%3A1337%2Fannounce,WEB,692.45 MB
